==========================================
SLURM_JOB_ID = 14415730
SLURM_JOB_NODELIST = d17-27
TMPDIR = /tmp/SLURM_14415730
==========================================

*-*-ID-*-* TRAINING GCN AGG W 3 LAYERS, 16 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [11:45<19:12:19, 705.51s/it]
  2%|▏         | 2/99 [22:33<18:05:33, 671.48s/it]
  3%|▎         | 3/99 [33:16<17:34:09, 658.85s/it]
  4%|▍         | 4/99 [43:59<17:12:52, 652.34s/it]
  5%|▌         | 5/99 [54:41<16:56:28, 648.82s/it]
  6%|▌         | 6/99 [1:05:24<16:42:30, 646.78s/it]
  7%|▋         | 7/99 [1:16:05<16:28:34, 644.72s/it]
  8%|▊         | 8/99 [1:27:10<16:27:52, 651.35s/it]
  9%|▉         | 9/99 [1:39:54<17:09:30, 686.34s/it]
 10%|█         | 10/99 [1:52:40<17:34:41, 711.02s/it]
 11%|█         | 11/99 [2:05:18<17:44:03, 725.49s/it]
 12%|█▏        | 12/99 [2:18:04<17:49:41, 737.72s/it]
 13%|█▎        | 13/99 [2:30:43<17:46:32, 744.10s/it]
 14%|█▍        | 14/99 [2:43:26<17:42:11, 749.78s/it]
 15%|█▌        | 15/99 [2:56:04<17:33:09, 752.26s/it]
 16%|█▌        | 16/99 [3:08:46<17:25:00, 755.42s/it]
 17%|█▋        | 17/99 [3:21:25<17:13:47, 756.43s/it]
 18%|█▊        | 18/99 [3:34:04<17:02:02, 757.07s/it]
 19%|█▉        | 19/99 [3:46:33<16:46:31, 754.89s/it]
 20%|██        | 20/99 [3:57:58<16:05:59, 733.66s/it]
 21%|██        | 21/99 [4:08:41<15:18:33, 706.58s/it]
 22%|██▏       | 22/99 [4:19:23<14:41:51, 687.16s/it]
 23%|██▎       | 23/99 [4:30:05<14:13:17, 673.65s/it]
 24%|██▍       | 24/99 [4:40:45<13:49:29, 663.60s/it]
 25%|██▌       | 25/99 [4:51:27<13:30:27, 657.13s/it]
 26%|██▋       | 26/99 [5:02:07<13:13:04, 651.84s/it]
 27%|██▋       | 27/99 [5:12:47<12:58:08, 648.45s/it]
 28%|██▊       | 28/99 [5:24:10<12:59:33, 658.78s/it]
 29%|██▉       | 29/99 [5:35:31<12:56:09, 665.28s/it]
 30%|███       | 30/99 [5:46:36<12:45:13, 665.41s/it]
 31%|███▏      | 31/99 [5:57:47<12:35:55, 666.99s/it]
 32%|███▏      | 32/99 [6:09:02<12:27:21, 669.28s/it]
 Training bag [0/319] bag loss: 1.0012
 Training bag [1/319] bag loss: 0.8506
 Training bag [2/319] bag loss: 0.7009
 Training bag [3/319] bag loss: 0.5336
 Training bag [4/319] bag loss: 1.2670
 Training bag [5/319] bag loss: 1.0413
 Training bag [6/319] bag loss: 0.6796
 Training bag [7/319] bag loss: 0.6927
 Training bag [8/319] bag loss: 0.6020
 Training bag [9/319] bag loss: 1.0165
 Training bag [10/319] bag loss: 0.8746
 Training bag [11/319] bag loss: 0.6444
 Training bag [12/319] bag loss: 1.0355
 Training bag [13/319] bag loss: 0.5342
 Training bag [14/319] bag loss: 0.4990
 Training bag [15/319] bag loss: 1.0864
 Training bag [16/319] bag loss: 0.9284
 Training bag [17/319] bag loss: 0.7261
 Training bag [18/319] bag loss: 0.6907
 Training bag [19/319] bag loss: 0.8055
 Training bag [20/319] bag loss: 0.6700
 Training bag [21/319] bag loss: 0.7872
 Training bag [22/319] bag loss: 0.6721
 Training bag [23/319] bag loss: 0.8776
 Training bag [24/319] bag loss: 0.6039
 Training bag [25/319] bag loss: 0.8467
 Training bag [26/319] bag loss: 0.7541
 Training bag [27/319] bag loss: 0.7835
 Training bag [28/319] bag loss: 0.6310
 Training bag [29/319] bag loss: 0.8392
 Training bag [30/319] bag loss: 0.7282
 Training bag [31/319] bag loss: 0.8223
 Training bag [32/319] bag loss: 0.7804
 Training bag [33/319] bag loss: 0.6473
 Training bag [34/319] bag loss: 0.9038
 Training bag [35/319] bag loss: 0.5923
 Training bag [36/319] bag loss: 0.9023
 Training bag [37/319] bag loss: 0.6308
 Training bag [38/319] bag loss: 0.7809
 Training bag [39/319] bag loss: 0.7230
 Training bag [40/319] bag loss: 0.7982
 Training bag [41/319] bag loss: 0.6074
 Training bag [42/319] bag loss: 0.8140
 Training bag [43/319] bag loss: 0.6041
 Training bag [44/319] bag loss: 0.7476
 Training bag [45/319] bag loss: 0.6853
 Training bag [46/319] bag loss: 0.7178
 Training bag [47/319] bag loss: 0.6893
 Training bag [48/319] bag loss: 0.5978
 Training bag [49/319] bag loss: 1.0345
 Training bag [50/319] bag loss: 0.5466
 Training bag [51/319] bag loss: 0.9058
 Training bag [52/319] bag loss: 0.5958
 Training bag [53/319] bag loss: 0.6015
 Training bag [54/319] bag loss: 0.5560
 Training bag [55/319] bag loss: 1.0470
 Training bag [56/319] bag loss: 0.5321
 Training bag [57/319] bag loss: 0.8358
 Training bag [58/319] bag loss: 0.8221
 Training bag [59/319] bag loss: 0.6863
 Training bag [60/319] bag loss: 0.7001
 Training bag [61/319] bag loss: 0.6311
 Training bag [62/319] bag loss: 0.8662
 Training bag [63/319] bag loss: 0.8009
 Training bag [64/319] bag loss: 0.7328
 Training bag [65/319] bag loss: 0.7664
 Training bag [66/319] bag loss: 0.7246
 Training bag [67/319] bag loss: 0.6657
 Training bag [68/319] bag loss: 0.6932
 Training bag [69/319] bag loss: 0.7255
 Training bag [70/319] bag loss: 0.6680
 Training bag [71/319] bag loss: 0.6495
 Training bag [72/319] bag loss: 0.7994
 Training bag [73/319] bag loss: 0.7657
 Training bag [74/319] bag loss: 0.6784
 Training bag [75/319] bag loss: 0.7156
 Training bag [76/319] bag loss: 0.6427
 Training bag [77/319] bag loss: 0.7860
 Training bag [78/319] bag loss: 0.5902
 Training bag [79/319] bag loss: 0.5921
 Training bag [80/319] bag loss: 0.8675
 Training bag [81/319] bag loss: 0.8241
