==========================================
SLURM_JOB_ID = 14415726
SLURM_JOB_NODELIST = d11-27
TMPDIR = /tmp/SLURM_14415726
==========================================

*-*-ID-*-* TRAINING GCN AGG W 2 LAYERS, 8 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [11:17<18:26:47, 677.62s/it]
  2%|▏         | 2/99 [21:51<17:33:38, 651.74s/it]
  3%|▎         | 3/99 [32:40<17:20:47, 650.50s/it]
  4%|▍         | 4/99 [43:33<17:11:22, 651.39s/it]
  5%|▌         | 5/99 [54:28<17:02:57, 652.95s/it]
  6%|▌         | 6/99 [1:05:26<16:54:31, 654.54s/it]
  7%|▋         | 7/99 [1:16:27<16:46:58, 656.72s/it]
  8%|▊         | 8/99 [1:27:25<16:36:40, 657.15s/it]
  9%|▉         | 9/99 [1:38:21<16:25:18, 656.88s/it]
 10%|█         | 10/99 [1:49:21<16:15:29, 657.64s/it]
 11%|█         | 11/99 [2:00:16<16:03:23, 656.86s/it]
 12%|█▏        | 12/99 [2:11:11<15:51:37, 656.29s/it]
 13%|█▎        | 13/99 [2:22:04<15:39:23, 655.38s/it]
 14%|█▍        | 14/99 [2:32:56<15:27:08, 654.46s/it]
 15%|█▌        | 15/99 [2:43:44<15:13:22, 652.41s/it]
 16%|█▌        | 16/99 [2:54:30<14:59:34, 650.30s/it]
 17%|█▋        | 17/99 [3:05:22<14:49:26, 650.81s/it]
 18%|█▊        | 18/99 [3:16:14<14:39:06, 651.19s/it]
 19%|█▉        | 19/99 [3:26:56<14:24:32, 648.40s/it]
 20%|██        | 20/99 [3:38:10<14:24:07, 656.29s/it]
 21%|██        | 21/99 [3:52:23<15:29:58, 715.37s/it]
 22%|██▏       | 22/99 [4:04:19<15:18:18, 715.56s/it]
 23%|██▎       | 23/99 [4:16:14<15:06:08, 715.37s/it]
 24%|██▍       | 24/99 [4:28:11<14:54:38, 715.71s/it]
 25%|██▌       | 25/99 [4:40:05<14:42:07, 715.23s/it]
 26%|██▋       | 26/99 [4:52:00<14:30:12, 715.23s/it]
 27%|██▋       | 27/99 [5:03:57<14:18:51, 715.71s/it]
 28%|██▊       | 28/99 [5:15:53<14:06:52, 715.68s/it]
 29%|██▉       | 29/99 [5:27:49<13:55:14, 715.92s/it]
 30%|███       | 30/99 [5:39:43<13:42:46, 715.45s/it]
 31%|███▏      | 31/99 [5:51:58<13:37:21, 721.20s/it]
 32%|███▏      | 32/99 [6:04:05<13:27:18, 722.97s/it]
 Training bag [0/319] bag loss: 0.7608
 Training bag [1/319] bag loss: 0.4594
 Training bag [2/319] bag loss: 1.9867
 Training bag [3/319] bag loss: 0.3723
 Training bag [4/319] bag loss: 0.3849
 Training bag [5/319] bag loss: 1.6026
 Training bag [6/319] bag loss: 1.0517
 Training bag [7/319] bag loss: 0.6035
 Training bag [8/319] bag loss: 0.6131
 Training bag [9/319] bag loss: 0.5561
 Training bag [10/319] bag loss: 0.4983
 Training bag [11/319] bag loss: 0.4502
 Training bag [12/319] bag loss: 1.3777
 Training bag [13/319] bag loss: 0.4592
 Training bag [14/319] bag loss: 0.4670
 Training bag [15/319] bag loss: 1.1694
 Training bag [16/319] bag loss: 0.5176
 Training bag [17/319] bag loss: 0.9515
 Training bag [18/319] bag loss: 0.6490
 Training bag [19/319] bag loss: 0.6205
 Training bag [20/319] bag loss: 0.5281
 Training bag [21/319] bag loss: 1.0966
 Training bag [22/319] bag loss: 0.8646
 Training bag [23/319] bag loss: 0.6151
 Training bag [24/319] bag loss: 0.6005
 Training bag [25/319] bag loss: 0.5161
 Training bag [26/319] bag loss: 0.4324
 Training bag [27/319] bag loss: 0.3785
 Training bag [28/319] bag loss: 1.5045
 Training bag [29/319] bag loss: 0.3833
 Training bag [30/319] bag loss: 1.5143
 Training bag [31/319] bag loss: 0.4663
 Training bag [32/319] bag loss: 0.4800
 Training bag [33/319] bag loss: 0.4883
 Training bag [34/319] bag loss: 1.1506
 Training bag [35/319] bag loss: 0.9299
 Training bag [36/319] bag loss: 0.8081
 Training bag [37/319] bag loss: 0.5987
 Training bag [38/319] bag loss: 1.0297
 Training bag [39/319] bag loss: 0.5417
 Training bag [40/319] bag loss: 0.9676
 Training bag [41/319] bag loss: 0.8557
 Training bag [42/319] bag loss: 0.6300
 Training bag [43/319] bag loss: 0.5300
 Training bag [44/319] bag loss: 1.0939
 Training bag [45/319] bag loss: 1.0458
 Training bag [46/319] bag loss: 0.5845
 Training bag [47/319] bag loss: 0.5759
 Training bag [48/319] bag loss: 0.8911
 Training bag [49/319] bag loss: 0.6001
 Training bag [50/319] bag loss: 0.5640
 Training bag [51/319] bag loss: 0.8320
 Training bag [52/319] bag loss: 0.5395
 Training bag [53/319] bag loss: 0.5162
 Training bag [54/319] bag loss: 0.4514
 Training bag [55/319] bag loss: 0.3742
 Training bag [56/319] bag loss: 0.2221
 Training bag [57/319] bag loss: 0.1793
 Training bag [58/319] bag loss: 0.1492
 Training bag [59/319] bag loss: 0.1350
 Training bag [60/319] bag loss: 0.1150
 Training bag [61/319] bag loss: 0.0980
 Training bag [62/319] bag loss: 0.0887
 Training bag [63/319] bag loss: 4.1762
 Training bag [64/319] bag loss: 2.1852
 Training bag [65/319] bag loss: 0.3560
 Training bag [66/319] bag loss: 1.0942
 Training bag [67/319] bag loss: 0.5248
 Training bag [68/319] bag loss: 0.7706
 Training bag [69/319] bag loss: 0.6340
 Training bag [70/319] bag loss: 0.7999
 Training bag [71/319] bag loss: 0.7112
 Training bag [72/319] bag loss: 0.5654
 Training bag [73/319] bag loss: 0.8794
 Training bag [74/319] bag loss: 0.6034
 Training bag [75/319] bag loss: 0.5491
 Training bag [76/319] bag loss: 1.0426
 Training bag [77/319] bag loss: 1.0133
 Training bag [78/319] bag loss: 0.6494
 Training bag [79/319] bag loss: 0.7552
 Training bag [80/319] bag loss: 0.7380
 Training bag [81/319] bag loss: 0.7065
 Training bag [82/319] bag loss: 0.6706
 Training bag [83/319] bag loss: 0.5006
 Training bag [84/319] bag loss: 0.9482
 Training bag [85/319] bag loss: 0.8300
 Training bag [86/319] bag loss: 0.7085
 Training bag [87/319] bag loss: 0.5865
 Training bag [88/319] bag loss: 0.9861
 Training bag [89/319] bag loss: 0.9833
 Training bag [90/319] bag loss: 0.7830
 Training bag [91/319] bag loss: 0.7377
 Training bag [92/319] bag loss: 0.4274
 Training bag [93/319] bag loss: 0.8209
 Training bag [94/319] bag loss: 0.7248
 Training bag [95/319] bag loss: 0.6411
 Training bag [96/319] bag loss: 0.8711
 Training bag [97/319] bag loss: 0.5250
 Training bag [98/319] bag loss: 0.4977
 Training bag [99/319] bag loss: 0.4692
 Training bag [100/319] bag loss: 0.4190
 Training bag [101/319] bag loss: 0.3960
 Training bag [102/319] bag loss: 0.2285
 Training bag [103/319] bag loss: 0.1597
 Training bag [104/319] bag loss: 2.6974
 Training bag [105/319] bag loss: 1.7803
 Training bag [106/319] bag loss: 0.3850
 Training bag [107/319] bag loss: 0.4156
 Training bag [108/319] bag loss: 1.1692
 Training bag [109/319] bag loss: 0.9724
 Training bag [110/319] bag loss: 0.8127
 Training bag [111/319] bag loss: 0.5978
 Training bag [112/319] bag loss: 0.3098
 Training bag [113/319] bag loss: 1.1541
 Training bag [114/319] bag loss: 0.3548
 Training bag [115/319] bag loss: 0.3506
 Training bag [116/319] bag loss: 1.3792
 Training bag [117/319] bag loss: 0.3929
 Training bag [118/319] bag loss: 0.9857
 Training bag [119/319] bag loss: 0.2446
 Training bag [120/319] bag loss: 0.8194
 Training bag [121/319] bag loss: 0.7705
 Training bag [122/319] bag loss: 0.6290
 Training bag [123/319] bag loss: 0.5421
 Training bag [124/319] bag loss: 0.9715
 Training bag [125/319] bag loss: 0.5141
 Training bag [126/319] bag loss: 0.5495
 Training bag [127/319] bag loss: 0.8748
 Training bag [128/319] bag loss: 0.8619
 Training bag [129/319] bag loss: 0.6688
 Training bag [130/319] bag loss: 0.5714
 Training bag [131/319] bag loss: 0.3870
 Training bag [132/319] bag loss: 0.2404
 Training bag [133/319] bag loss: 1.5992
 Training bag [134/319] bag loss: 0.1929
 Training bag [135/319] bag loss: 0.3674
 Training bag [136/319] bag loss: 1.0326
 Training bag [137/319] bag loss: 0.9623
 Training bag [138/319] bag loss: 0.7267
 Training bag [139/319] bag loss: 0.7159
 Training bag [140/319] bag loss: 0.6480
 Training bag [141/319] bag loss: 0.7059
 Training bag [142/319] bag loss: 0.6147
 Training bag [143/319] bag loss: 0.7181
 Training bag [144/319] bag loss: 0.7325
 Training bag [145/319] bag loss: 0.6537
 Training bag [146/319] bag loss: 0.7379
 Training bag [147/319] bag loss: 0.6333
 Training bag [148/319] bag loss: 0.5917
 Training bag [149/319] bag loss: 0.4702
 Training bag [150/319] bag loss: 1.1608
 Training bag [151/319] bag loss: 0.4330
 Training bag [152/319] bag loss: 0.8727
 Training bag [153/319] bag loss: 0.6374
 Training bag [154/319] bag loss: 0.6571
 Training bag [155/319] bag loss: 0.3439
 Training bag [156/319] bag loss: 0.5933
 Training bag [157/319] bag loss: 0.4397
 Training bag [158/319] bag loss: 0.6104
 Training bag [159/319] bag loss: 0.5436
 Training bag [160/319] bag loss: 0.4527
 Training bag [161/319] bag loss: 0.3832
 Training bag [162/319] bag loss: 0.4300
 Training bag [163/319] bag loss: 1.1610
 Training bag [164/319] bag loss: 0.4812
 Training bag [165/319] bag loss: 0.2002
 Training bag [166/319] bag loss: 0.4927
 Training bag [167/319] bag loss: 1.0590
 Training bag [168/319] bag loss: 0.5936
 Training bag [169/319] bag loss: 0.4111
 Training bag [170/319] bag loss: 0.5694
 Training bag [171/319] bag loss: 0.6669
 Training bag [172/319] bag loss: 0.2318
 Training bag [173/319] bag loss: 0.1999
 Training bag [174/319] bag loss: 0.4233
 Training bag [175/319] bag loss: 0.6951
 Training bag [176/319] bag loss: 0.5095
 Training bag [177/319] bag loss: 0.5306
 Training bag [178/319] bag loss: 1.0906
 Training bag [179/319] bag loss: 0.2107
 Training bag [180/319] bag loss: 0.4100
 Training bag [181/319] bag loss: 0.2744
 Training bag [182/319] bag loss: 0.2160
 Training bag [183/319] bag loss: 0.1696
 Training bag [184/319] bag loss: 0.1698
 Training bag [185/319] bag loss: 0.6003
 Training bag [186/319] bag loss: 0.6103
 Training bag [187/319] bag loss: 0.4017
 Training bag [188/319] bag loss: 0.3704
 Training bag [189/319] bag loss: 0.3778
 Training bag [190/319] bag loss: 1.7325
 Training bag [191/319] bag loss: 1.2064
 Training bag [192/319] bag loss: 0.4978
 Training bag [193/319] bag loss: 0.5493
 Training bag [194/319] bag loss: 0.4256
 Training bag [195/319] bag loss: 0.4206
 Training bag [196/319] bag loss: 0.4030
 Training bag [197/319] bag loss: 0.4127
 Training bag [198/319] bag loss: 0.3680
 Training bag [199/319] bag loss: 0.2992
 Training bag [200/319] bag loss: 0.1672
 Training bag [201/319] bag loss: 0.3454
 Training bag [202/319] bag loss: 0.3676
 Training bag [203/319] bag loss: 0.3496
 Training bag [204/319] bag loss: 0.3152
 Training bag [205/319] bag loss: 0.2486
 Training bag [206/319] bag loss: 0.1199
 Training bag [207/319] bag loss: 3.3855
 Training bag [208/319] bag loss: 0.0972
 Training bag [209/319] bag loss: 0.2378
 Training bag [210/319] bag loss: 0.2629
 Training bag [211/319] bag loss: 0.1678
 Training bag [212/319] bag loss: 0.1335
 Training bag [213/319] bag loss: 0.1564
 Training bag [214/319] bag loss: 0.1694
 Training bag [215/319] bag loss: 0.1156
 Training bag [216/319] bag loss: 3.0046
 Training bag [217/319] bag loss: 0.1880
 Training bag [218/319] bag loss: 0.2188
 Training bag [219/319] bag loss: 1.7330
 Training bag [220/319] bag loss: 0.8209
 Training bag [221/319] bag loss: 0.5330
 Training bag [222/319] bag loss: 0.4764
 Training bag [223/319] bag loss: 0.2784
 Training bag [224/319] bag loss: 0.1688
 Training bag [225/319] bag loss: 0.2403
 Training bag [226/319] bag loss: 0.1691
 Training bag [227/319] bag loss: 0.7213
 Training bag [228/319] bag loss: 0.3326
 Training bag [229/319] bag loss: 0.1546
 Training bag [230/319] bag loss: 0.4683
 Training bag [231/319] bag loss: 1.3108
 Training bag [232/319] bag loss: 0.4593
 Training bag [233/319] bag loss: 0.4258
 Training bag [234/319] bag loss: 0.6480
 Training bag [235/319] bag loss: 0.5006
 Training bag [236/319] bag loss: 0.2000
 Training bag [237/319] bag loss: 0.3794
 Training bag [238/319] bag loss: 0.3354
 Training bag [239/319] bag loss: 1.7910
 Training bag [240/319] bag loss: 0.3244
 Training bag [241/319] bag loss: 0.4407
 Training bag [242/319] bag loss: 0.3450
 Training bag [243/319] bag loss: 0.3676
 Training bag [244/319] bag loss: 0.5882
 Training bag [245/319] bag loss: 0.1776
 Training bag [246/319] bag loss: 0.2439
 Training bag [247/319] bag loss: 0.2004
 Training bag [248/319] bag loss: 0.5047
 Training bag [249/319] bag loss: 0.4966
 Training bag [250/319] bag loss: 0.3408
 Training bag [251/319] bag loss: 0.2865
 Training bag [252/319] bag loss: 0.2427
 Training bag [253/319] bag loss: 0.2516
 Training bag [254/319] bag loss: 0.3382
 Training bag [255/319] bag loss: 0.1838
 Training bag [256/319] bag loss: 0.3200
 Training bag [257/319] bag loss: 0.2614
 Training bag [258/319] bag loss: 0.2581
 Training bag [259/319] bag loss: 0.2744
 Training bag [260/319] bag loss: 0.0979
 Training bag [261/319] bag loss: 1.6677
 Training bag [262/319] bag loss: 0.0752
 Training bag [263/319] bag loss: 0.1094
 Training bag [264/319] bag loss: 0.4093
 Training bag [265/319] bag loss: 1.7883
 Training bag [266/319] bag loss: 0.3338
 Training bag [267/319] bag loss: 0.1658
 Training bag [268/319] bag loss: 0.4135
 Training bag [269/319] bag loss: 0.2964
 Training bag [270/319] bag loss: 0.2141
 Training bag [271/319] bag loss: 0.3686
 Training bag [272/319] bag loss: 0.3173
 Training bag [273/319] bag loss: 0.3354
 Training bag [274/319] bag loss: 0.3458
 Training bag [275/319] bag loss: 0.2467
 Training bag [276/319] bag loss: 0.2248
 Training bag [277/319] bag loss: 0.3211
 Training bag [278/319] bag loss: 0.3159
 Training bag [279/319] bag loss: 0.3082
 Training bag [280/319] bag loss: 0.4234
 Training bag [281/319] bag loss: 0.2959
 Training bag [282/319] bag loss: 0.2765
 Training bag [283/319] bag loss: 0.1633
 Training bag [284/319] bag loss: 0.3284
 Training bag [285/319] bag loss: 0.4518
 Training bag [286/319] bag loss: 0.3133
 Training bag [287/319] bag loss: 0.1644
 Training bag [288/319] bag loss: 0.3250
 Training bag [289/319] bag loss: 0.1556
 Training bag [290/319] bag loss: 2.6404
 Training bag [291/319] bag loss: 0.1511
 Training bag [292/319] bag loss: 0.3585
 Training bag [293/319] bag loss: 0.5052
 Training bag [294/319] bag loss: 0.2917
 Training bag [295/319] bag loss: 0.1624
 Training bag [296/319] bag loss: 0.1683
 Training bag [297/319] bag loss: 1.3389
 Training bag [298/319] bag loss: 0.3661
 Training bag [299/319] bag loss: 0.2893
 Training bag [300/319] bag loss: 0.8051
 Training bag [301/319] bag loss: 0.3441
 Training bag [302/319] bag loss: 0.3096
 Training bag [303/319] bag loss: 0.3909
 Training bag [304/319] bag loss: 0.2511
 Training bag [305/319] bag loss: 0.1903
 Training bag [306/319] bag loss: 0.2825
 Training bag [307/319] bag loss: 0.2096
 Training bag [308/319] bag loss: 0.1467
 Training bag [309/319] bag loss: 1.0577
 Training bag [310/319] bag loss: 0.1764
 Training bag [311/319] bag loss: 0.2161
 Training bag [312/319] bag loss: 0.1877
 Training bag [313/319] bag loss: 2.0736
 Training bag [314/319] bag loss: 0.1581
 Training bag [315/319] bag loss: 0.3923
 Training bag [316/319] bag loss: 0.1534
 Training bag [317/319] bag loss: 0.3317
 Training bag [318/319] bag loss: 1.4330
 Testing bag [0/80] bag loss: 0.4568
 Testing bag [1/80] bag loss: 0.3832
 Testing bag [2/80] bag loss: 0.3321
 Testing bag [3/80] bag loss: 0.9736
 Testing bag [4/80] bag loss: 0.3790
 Testing bag [5/80] bag loss: 0.4165
 Testing bag [6/80] bag loss: 0.3694
 Testing bag [7/80] bag loss: 0.3235
 Testing bag [8/80] bag loss: 0.1554
 Testing bag [9/80] bag loss: 0.3885
 Testing bag [10/80] bag loss: 0.1517
 Testing bag [11/80] bag loss: 0.3335
 Testing bag [12/80] bag loss: 0.2509
 Testing bag [13/80] bag loss: 0.2911
 Testing bag [14/80] bag loss: 0.4004
 Testing bag [15/80] bag loss: 0.4061
 Testing bag [16/80] bag loss: 1.2959
 Testing bag [17/80] bag loss: 1.1338
 Testing bag [18/80] bag loss: 0.4621
 Testing bag [19/80] bag loss: 0.3007
 Testing bag [20/80] bag loss: 0.3035
 Testing bag [21/80] bag loss: 1.1384
 Testing bag [22/80] bag loss: 0.1553
 Testing bag [23/80] bag loss: 0.1510
 Testing bag [24/80] bag loss: 0.3135
 Testing bag [25/80] bag loss: 0.3727
 Testing bag [26/80] bag loss: 0.4069
 Testing bag [27/80] bag loss: 0.3750
 Testing bag [28/80] bag loss: 0.4802
 Testing bag [29/80] bag loss: 0.3365
 Testing bag [30/80] bag loss: 0.3413
 Testing bag [31/80] bag loss: 0.6959
 Testing bag [32/80] bag loss: 0.3420
 Testing bag [33/80] bag loss: 0.1815
 Testing bag [34/80] bag loss: 0.3555
 Testing bag [35/80] bag loss: 0.2939
 Testing bag [36/80] bag loss: 1.1434
 Testing bag [37/80] bag loss: 0.1510
 Testing bag [38/80] bag loss: 1.2053
 Testing bag [39/80] bag loss: 0.3328
 Testing bag [40/80] bag loss: 0.2277
 Testing bag [41/80] bag loss: 0.4328
 Testing bag [42/80] bag loss: 0.3668
 Testing bag [43/80] bag loss: 0.3040
 Testing bag [44/80] bag loss: 0.3286
 Testing bag [45/80] bag loss: 0.1503
 Testing bag [46/80] bag loss: 0.3205
 Testing bag [47/80] bag loss: 0.3211
 Testing bag [48/80] bag loss: 0.3191
 Testing bag [49/80] bag loss: 0.3142
 Testing bag [50/80] bag loss: 0.3841
 Testing bag [51/80] bag loss: 0.1836
 Testing bag [52/80] bag loss: 0.6685
 Testing bag [53/80] bag loss: 0.3556
 Testing bag [54/80] bag loss: 0.4124
 Testing bag [55/80] bag loss: 0.1549
 Testing bag [56/80] bag loss: 0.5469
 Testing bag [57/80] bag loss: 0.3251
 Testing bag [58/80] bag loss: 0.3390
 Testing bag [59/80] bag loss: 0.4020
 Testing bag [60/80] bag loss: 0.1528
 Testing bag [61/80] bag loss: 0.3260
 Testing bag [62/80] bag loss: 0.4080
 Testing bag [63/80] bag loss: 0.1524
 Testing bag [64/80] bag loss: 1.1728
 Testing bag [65/80] bag loss: 0.3454
 Testing bag [66/80] bag loss: 0.2763
 Testing bag [67/80] bag loss: 0.1498
 Testing bag [68/80] bag loss: 0.2990
 Testing bag [69/80] bag loss: 0.7486
 Testing bag [70/80] bag loss: 0.1514
 Testing bag [71/80] bag loss: 0.1583
 Testing bag [72/80] bag loss: 0.1535
 Testing bag [73/80] bag loss: 1.3893
 Testing bag [74/80] bag loss: 0.3507
 Testing bag [75/80] bag loss: 1.7216
 Testing bag [76/80] bag loss: 0.2889
 Testing bag [77/80] bag loss: 0.3636
 Testing bag [78/80] bag loss: 0.1524
 Testing bag [79/80] bag loss: 0.3707
 Epoch [1/100] train loss: 0.6018 test loss: 0.4284, average score: 0.9000, AUC: class-0>>0.9506666666666668|class-1>>0.9466666666666667
Best model saved at: weights/04152023/3_389.pth
Best thresholds ===>>> class-0>>0.6468268632888794|class-1>>0.33108747005462646

