==========================================
SLURM_JOB_ID = 14415731
SLURM_JOB_NODELIST = e06-12
TMPDIR = /tmp/SLURM_14415731
==========================================

*-*-ID-*-* TRAINING GCN AGG W 1 LAYERS, 32 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [13:21<21:49:32, 801.76s/it]
  2%|▏         | 2/99 [26:08<21:03:16, 781.41s/it]
  3%|▎         | 3/99 [38:53<20:38:13, 773.89s/it]
  4%|▍         | 4/99 [51:40<20:20:55, 771.11s/it]
  5%|▌         | 5/99 [1:04:25<20:04:19, 768.72s/it]
  6%|▌         | 6/99 [1:17:07<19:48:22, 766.70s/it]
  7%|▋         | 7/99 [1:29:53<19:35:12, 766.44s/it]
  8%|▊         | 8/99 [1:42:36<19:20:22, 765.08s/it]
  9%|▉         | 9/99 [1:55:22<19:08:23, 765.59s/it]
 10%|█         | 10/99 [2:08:06<18:54:56, 765.13s/it]
 11%|█         | 11/99 [2:20:50<18:41:36, 764.73s/it]
 12%|█▏        | 12/99 [2:33:33<18:28:04, 764.19s/it]
 13%|█▎        | 13/99 [2:46:17<18:14:59, 763.95s/it]
 14%|█▍        | 14/99 [2:59:01<18:02:33, 764.16s/it]
 15%|█▌        | 15/99 [3:11:45<17:49:43, 764.09s/it]
 16%|█▌        | 16/99 [3:24:33<17:38:34, 765.23s/it]
 17%|█▋        | 17/99 [3:37:17<17:25:14, 764.81s/it]
 18%|█▊        | 18/99 [3:50:00<17:11:47, 764.29s/it]
 19%|█▉        | 19/99 [4:02:46<16:59:44, 764.81s/it]
 20%|██        | 20/99 [4:15:26<16:45:06, 763.37s/it]
 21%|██        | 21/99 [4:28:10<16:32:31, 763.48s/it]
 22%|██▏       | 22/99 [4:40:51<16:18:57, 762.83s/it]
 23%|██▎       | 23/99 [4:53:37<16:07:25, 763.75s/it]
 24%|██▍       | 24/99 [5:06:18<15:53:32, 762.84s/it]
 25%|██▌       | 25/99 [5:19:01<15:41:05, 763.05s/it]
 26%|██▋       | 26/99 [5:31:40<15:26:57, 761.88s/it]
 27%|██▋       | 27/99 [5:44:21<15:13:56, 761.61s/it]
 28%|██▊       | 28/99 [5:57:01<15:00:32, 761.02s/it]
 29%|██▉       | 29/99 [6:09:40<14:47:02, 760.32s/it]
 30%|███       | 30/99 [6:22:16<14:32:55, 759.06s/it]
 31%|███▏      | 31/99 [6:34:55<14:20:18, 759.09s/it]
 32%|███▏      | 32/99 [6:47:38<14:09:09, 760.44s/it]
 Training bag [0/319] bag loss: 0.8138
 Training bag [1/319] bag loss: 0.7913
 Training bag [2/319] bag loss: 0.7220
 Training bag [3/319] bag loss: 0.6103
 Training bag [4/319] bag loss: 0.9648
 Training bag [5/319] bag loss: 0.5489
 Training bag [6/319] bag loss: 0.5249
 Training bag [7/319] bag loss: 0.4847
 Training bag [8/319] bag loss: 1.0889
 Training bag [9/319] bag loss: 0.9436
 Training bag [10/319] bag loss: 0.5782
 Training bag [11/319] bag loss: 0.8523
 Training bag [12/319] bag loss: 0.7028
 Training bag [13/319] bag loss: 0.8105
 Training bag [14/319] bag loss: 0.6219
 Training bag [15/319] bag loss: 0.5771
 Training bag [16/319] bag loss: 0.9566
 Training bag [17/319] bag loss: 0.8796
 Training bag [18/319] bag loss: 0.7127
 Training bag [19/319] bag loss: 0.8338
 Training bag [20/319] bag loss: 0.7359
 Training bag [21/319] bag loss: 0.7229
 Training bag [22/319] bag loss: 0.5667
 Training bag [23/319] bag loss: 0.7250
 Training bag [24/319] bag loss: 0.5526
 Training bag [25/319] bag loss: 0.7558
 Training bag [26/319] bag loss: 0.5971
 Training bag [27/319] bag loss: 0.5725
 Training bag [28/319] bag loss: 0.9764
 Training bag [29/319] bag loss: 0.8331
 Training bag [30/319] bag loss: 0.6662
 Training bag [31/319] bag loss: 0.5739
 Training bag [32/319] bag loss: 1.0648
 Training bag [33/319] bag loss: 0.4958
 Training bag [34/319] bag loss: 0.9216
 Training bag [35/319] bag loss: 0.5391
 Training bag [36/319] bag loss: 0.5416
 Training bag [37/319] bag loss: 0.9158
 Training bag [38/319] bag loss: 0.5699
 Training bag [39/319] bag loss: 0.5569
 Training bag [40/319] bag loss: 0.4814
 Training bag [41/319] bag loss: 0.4237
 Training bag [42/319] bag loss: 1.2738
 Training bag [43/319] bag loss: 0.4239
 Training bag [44/319] bag loss: 0.4504
 Training bag [45/319] bag loss: 0.9379
 Training bag [46/319] bag loss: 1.0069
 Training bag [47/319] bag loss: 0.8108
 Training bag [48/319] bag loss: 0.7116
 Training bag [49/319] bag loss: 0.6002
 Training bag [50/319] bag loss: 0.5468
 Training bag [51/319] bag loss: 0.4274
 Training bag [52/319] bag loss: 0.2121
 Training bag [53/319] bag loss: 1.2970
 Training bag [54/319] bag loss: 1.1055
 Training bag [55/319] bag loss: 0.8634
 Training bag [56/319] bag loss: 0.6673
 Training bag [57/319] bag loss: 0.8307
 Training bag [58/319] bag loss: 0.5734
 Training bag [59/319] bag loss: 0.5311
 Training bag [60/319] bag loss: 0.4692
 Training bag [61/319] bag loss: 1.0859
 Training bag [62/319] bag loss: 0.7729
 Training bag [63/319] bag loss: 0.6795
 Training bag [64/319] bag loss: 0.4545
 Training bag [65/319] bag loss: 0.8796
 Training bag [66/319] bag loss: 0.4398
 Training bag [67/319] bag loss: 0.4486
 Training bag [68/319] bag loss: 1.0311
 Training bag [69/319] bag loss: 0.9011
 Training bag [70/319] bag loss: 0.8368
 Training bag [71/319] bag loss: 0.5993
 Training bag [72/319] bag loss: 0.6516
 Training bag [73/319] bag loss: 0.6202
 Training bag [74/319] bag loss: 0.5465
 Training bag [75/319] bag loss: 0.8570
 Training bag [76/319] bag loss: 0.4935
 Training bag [77/319] bag loss: 0.4762
 Training bag [78/319] bag loss: 0.3876
 Training bag [79/319] bag loss: 0.2355
 Training bag [80/319] bag loss: 2.2740
 Training bag [81/319] bag loss: 0.2459
