==========================================
SLURM_JOB_ID = 14488825
SLURM_JOB_NODELIST = d11-28
TMPDIR = /tmp/SLURM_14488825
==========================================

*-*-ID-*-* TRAINING GCN AGG W 3 LAYERS, 32 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [12:10<19:52:46, 730.27s/it]
  2%|▏         | 2/99 [24:16<19:36:50, 727.94s/it]
  3%|▎         | 3/99 [36:44<19:38:58, 736.86s/it]
  4%|▍         | 4/99 [49:38<19:49:55, 751.53s/it]
  5%|▌         | 5/99 [1:02:48<19:59:09, 765.42s/it]
  6%|▌         | 6/99 [1:16:24<20:13:07, 782.66s/it]
  7%|▋         | 7/99 [1:29:56<20:14:45, 792.24s/it]
  8%|▊         | 8/99 [1:43:26<20:10:18, 798.00s/it]
  9%|▉         | 9/99 [1:57:04<20:06:13, 804.15s/it]
 10%|█         | 10/99 [2:10:43<19:59:37, 808.73s/it]
 11%|█         | 11/99 [2:24:20<19:49:54, 811.30s/it]
 12%|█▏        | 12/99 [2:38:06<19:43:06, 815.94s/it]
 13%|█▎        | 13/99 [2:51:48<19:32:04, 817.73s/it]
 14%|█▍        | 14/99 [3:05:26<19:18:21, 817.67s/it]
 15%|█▌        | 15/99 [3:19:15<19:09:49, 821.30s/it]
 16%|█▌        | 16/99 [3:33:01<18:58:01, 822.66s/it]
 17%|█▋        | 17/99 [3:46:51<18:47:05, 824.71s/it]
 18%|█▊        | 18/99 [4:00:45<18:37:05, 827.48s/it]
 19%|█▉        | 19/99 [4:14:30<18:22:24, 826.81s/it]
 20%|██        | 20/99 [4:28:21<18:10:28, 828.21s/it]
 21%|██        | 21/99 [4:42:11<17:57:09, 828.58s/it]
 22%|██▏       | 22/99 [4:55:58<17:42:40, 828.06s/it]
 23%|██▎       | 23/99 [5:09:40<17:26:43, 826.36s/it]
 24%|██▍       | 24/99 [5:23:24<17:12:02, 825.64s/it]
 25%|██▌       | 25/99 [5:37:29<17:05:24, 831.41s/it]
 26%|██▋       | 26/99 [5:51:13<16:48:53, 829.23s/it]
 27%|██▋       | 27/99 [6:05:00<16:34:21, 828.63s/it]
 28%|██▊       | 28/99 [6:18:50<16:21:02, 829.05s/it]
 29%|██▉       | 29/99 [6:31:05<15:34:06, 800.66s/it]
 30%|███       | 30/99 [6:43:18<14:57:25, 780.36s/it]
 31%|███▏      | 31/99 [6:55:33<14:28:56, 766.71s/it]
 Training bag [0/319] bag loss: 0.5887
 Training bag [1/319] bag loss: 2.0885
 Training bag [2/319] bag loss: 1.1019
 Training bag [3/319] bag loss: 0.6186
 Training bag [4/319] bag loss: 0.5894
 Training bag [5/319] bag loss: 0.5109
 Training bag [6/319] bag loss: 0.4530
 Training bag [7/319] bag loss: 0.4125
 Training bag [8/319] bag loss: 0.3925
 Training bag [9/319] bag loss: 0.3821
 Training bag [10/319] bag loss: 2.1894
 Training bag [11/319] bag loss: 1.4379
 Training bag [12/319] bag loss: 0.5643
 Training bag [13/319] bag loss: 0.7694
 Training bag [14/319] bag loss: 0.5971
 Training bag [15/319] bag loss: 1.0567
 Training bag [16/319] bag loss: 0.5277
 Training bag [17/319] bag loss: 0.5084
 Training bag [18/319] bag loss: 0.4611
 Training bag [19/319] bag loss: 0.4177
 Training bag [20/319] bag loss: 0.3941
 Training bag [21/319] bag loss: 1.6202
 Training bag [22/319] bag loss: 1.2110
 Training bag [23/319] bag loss: 0.5813
 Training bag [24/319] bag loss: 0.7634
 Training bag [25/319] bag loss: 0.7575
 Training bag [26/319] bag loss: 0.7124
 Training bag [27/319] bag loss: 0.8139
 Training bag [28/319] bag loss: 0.7433
 Training bag [29/319] bag loss: 0.6193
 Training bag [30/319] bag loss: 0.9961
 Training bag [31/319] bag loss: 0.8681
 Training bag [32/319] bag loss: 0.6753
 Training bag [33/319] bag loss: 0.9120
 Training bag [34/319] bag loss: 0.8511
 Training bag [35/319] bag loss: 0.6580
 Training bag [36/319] bag loss: 0.6448
 Training bag [37/319] bag loss: 0.8355
 Training bag [38/319] bag loss: 0.6167
 Training bag [39/319] bag loss: 0.7302
 Training bag [40/319] bag loss: 0.6295
 Training bag [41/319] bag loss: 0.5886
 Training bag [42/319] bag loss: 0.5099
 Training bag [43/319] bag loss: 0.4611
 Training bag [44/319] bag loss: 1.2800
 Training bag [45/319] bag loss: 1.0826
 Training bag [46/319] bag loss: 0.5921
 Training bag [47/319] bag loss: 0.5902
 Training bag [48/319] bag loss: 0.5625
 Training bag [49/319] bag loss: 0.4987
 Training bag [50/319] bag loss: 0.2962
 Training bag [51/319] bag loss: 0.2551
 Training bag [52/319] bag loss: 0.2242
 Training bag [53/319] bag loss: 0.2022
 Training bag [54/319] bag loss: 0.1850
 Training bag [55/319] bag loss: 3.9999
 Training bag [56/319] bag loss: 0.2252
 Training bag [57/319] bag loss: 0.2961
 Training bag [58/319] bag loss: 1.5197
 Training bag [59/319] bag loss: 1.1225
 Training bag [60/319] bag loss: 0.5285
 Training bag [61/319] bag loss: 0.8623
 Training bag [62/319] bag loss: 0.6247
 Training bag [63/319] bag loss: 0.7849
 Training bag [64/319] bag loss: 0.6491
 Training bag [65/319] bag loss: 0.7641
 Training bag [66/319] bag loss: 0.6902
 Training bag [67/319] bag loss: 0.7434
 Training bag [68/319] bag loss: 0.6849
 Training bag [69/319] bag loss: 0.7785
 Training bag [70/319] bag loss: 0.7512
 Training bag [71/319] bag loss: 0.6635
 Training bag [72/319] bag loss: 0.8414
 Training bag [73/319] bag loss: 0.8086
 Training bag [74/319] bag loss: 0.6420
 Training bag [75/319] bag loss: 0.6417
 Training bag [76/319] bag loss: 0.6012
 Training bag [77/319] bag loss: 0.5431
 Training bag [78/319] bag loss: 0.5089
 Training bag [79/319] bag loss: 0.4676
 Training bag [80/319] bag loss: 0.4357
