==========================================
SLURM_JOB_ID = 14488814
SLURM_JOB_NODELIST = e17-04
TMPDIR = /tmp/SLURM_14488814
==========================================

*-*-ID-*-* TRAINING GCN AGG W 1 LAYERS, 4 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [12:20<20:09:21, 740.42s/it]
  2%|▏         | 2/99 [26:21<21:32:24, 799.43s/it]
  3%|▎         | 3/99 [39:25<21:08:09, 792.60s/it]
  4%|▍         | 4/99 [51:01<19:54:27, 754.39s/it]
  5%|▌         | 5/99 [1:02:35<19:07:57, 732.74s/it]
  6%|▌         | 6/99 [1:14:09<18:35:15, 719.52s/it]
  7%|▋         | 7/99 [1:25:42<18:09:42, 710.68s/it]
  8%|▊         | 8/99 [1:37:13<17:48:40, 704.62s/it]
  9%|▉         | 9/99 [1:48:46<17:31:23, 700.93s/it]
 10%|█         | 10/99 [2:00:21<17:16:51, 699.00s/it]
 11%|█         | 11/99 [2:11:56<17:03:41, 697.98s/it]
 12%|█▏        | 12/99 [2:23:32<16:50:56, 697.20s/it]
 13%|█▎        | 13/99 [2:35:08<16:39:01, 696.99s/it]
 14%|█▍        | 14/99 [2:46:45<16:27:11, 696.85s/it]
 15%|█▌        | 15/99 [2:58:21<16:15:05, 696.50s/it]
 16%|█▌        | 16/99 [3:11:04<16:31:15, 716.57s/it]
 17%|█▋        | 17/99 [3:23:58<16:42:59, 733.90s/it]
 18%|█▊        | 18/99 [3:36:49<16:46:01, 745.21s/it]
 19%|█▉        | 19/99 [3:49:41<16:44:00, 753.01s/it]
 20%|██        | 20/99 [4:02:31<16:38:30, 758.36s/it]
 21%|██        | 21/99 [4:15:26<16:32:03, 763.12s/it]
 22%|██▏       | 22/99 [4:28:18<16:22:45, 765.79s/it]
 23%|██▎       | 23/99 [4:41:10<16:12:25, 767.70s/it]
 24%|██▍       | 24/99 [4:53:34<15:50:39, 760.52s/it]
 25%|██▌       | 25/99 [5:06:14<15:37:44, 760.33s/it]
 26%|██▋       | 26/99 [5:18:36<15:18:30, 754.93s/it]
 27%|██▋       | 27/99 [5:30:21<14:48:04, 740.06s/it]
 28%|██▊       | 28/99 [5:41:58<14:20:12, 726.93s/it]
 29%|██▉       | 29/99 [5:53:33<13:57:05, 717.51s/it]
 30%|███       | 30/99 [6:05:09<13:37:34, 710.94s/it]
 31%|███▏      | 31/99 [6:16:44<13:20:24, 706.24s/it]
 Training bag [0/319] bag loss: 0.8018
 Training bag [1/319] bag loss: 0.9911
 Training bag [2/319] bag loss: 0.8457
 Training bag [3/319] bag loss: 0.7287
 Training bag [4/319] bag loss: 0.7054
 Training bag [5/319] bag loss: 0.6467
 Training bag [6/319] bag loss: 0.8978
 Training bag [7/319] bag loss: 0.8309
 Training bag [8/319] bag loss: 0.6813
 Training bag [9/319] bag loss: 0.8737
 Training bag [10/319] bag loss: 0.5595
 Training bag [11/319] bag loss: 0.4915
 Training bag [12/319] bag loss: 0.3400
 Training bag [13/319] bag loss: 1.6722
 Training bag [14/319] bag loss: 0.3262
 Training bag [15/319] bag loss: 1.2326
 Training bag [16/319] bag loss: 0.5028
 Training bag [17/319] bag loss: 0.9402
 Training bag [18/319] bag loss: 0.5995
 Training bag [19/319] bag loss: 0.6020
 Training bag [20/319] bag loss: 0.5239
 Training bag [21/319] bag loss: 1.0522
 Training bag [22/319] bag loss: 0.9570
 Training bag [23/319] bag loss: 0.6114
 Training bag [24/319] bag loss: 0.6203
 Training bag [25/319] bag loss: 0.9307
 Training bag [26/319] bag loss: 0.7064
 Training bag [27/319] bag loss: 0.7511
 Training bag [28/319] bag loss: 0.6569
 Training bag [29/319] bag loss: 0.6107
 Training bag [30/319] bag loss: 0.9906
 Training bag [31/319] bag loss: 0.8992
 Training bag [32/319] bag loss: 0.7238
 Training bag [33/319] bag loss: 0.5742
 Training bag [34/319] bag loss: 0.4427
 Training bag [35/319] bag loss: 0.3345
 Training bag [36/319] bag loss: 0.2411
 Training bag [37/319] bag loss: 1.9074
 Training bag [38/319] bag loss: 0.2233
 Training bag [39/319] bag loss: 0.2455
 Training bag [40/319] bag loss: 1.6282
 Training bag [41/319] bag loss: 0.3353
 Training bag [42/319] bag loss: 1.2004
 Training bag [43/319] bag loss: 0.4679
 Training bag [44/319] bag loss: 0.5013
 Training bag [45/319] bag loss: 0.4378
 Training bag [46/319] bag loss: 0.4157
 Training bag [47/319] bag loss: 0.3621
 Training bag [48/319] bag loss: 1.4658
 Training bag [49/319] bag loss: 0.3639
 Training bag [50/319] bag loss: 1.1353
 Training bag [51/319] bag loss: 0.4611
 Training bag [52/319] bag loss: 0.4472
 Training bag [53/319] bag loss: 0.4031
 Training bag [54/319] bag loss: 0.3218
 Training bag [55/319] bag loss: 1.5064
 Training bag [56/319] bag loss: 0.2884
 Training bag [57/319] bag loss: 0.2967
 Training bag [58/319] bag loss: 0.2145
 Training bag [59/319] bag loss: 0.1749
 Training bag [60/319] bag loss: 1.9547
 Training bag [61/319] bag loss: 0.2638
 Training bag [62/319] bag loss: 0.2779
 Training bag [63/319] bag loss: 0.2441
 Training bag [64/319] bag loss: 1.6285
 Training bag [65/319] bag loss: 0.2834
 Training bag [66/319] bag loss: 0.4247
 Training bag [67/319] bag loss: 1.3599
 Training bag [68/319] bag loss: 0.8611
 Training bag [69/319] bag loss: 0.8423
 Training bag [70/319] bag loss: 0.6821
 Training bag [71/319] bag loss: 0.5838
 Training bag [72/319] bag loss: 0.7972
 Training bag [73/319] bag loss: 0.5997
 Training bag [74/319] bag loss: 0.3830
 Training bag [75/319] bag loss: 0.4792
 Training bag [76/319] bag loss: 1.0585
 Training bag [77/319] bag loss: 1.0392
 Training bag [78/319] bag loss: 0.7965
 Training bag [79/319] bag loss: 0.6526
 Training bag [80/319] bag loss: 0.4436
 Training bag [81/319] bag loss: 1.1155
 Training bag [82/319] bag loss: 0.3926
 Training bag [83/319] bag loss: 0.3197
 Training bag [84/319] bag loss: 0.2663
 Training bag [85/319] bag loss: 1.7300
 Training bag [86/319] bag loss: 1.3478
 Training bag [87/319] bag loss: 1.0724
 Training bag [88/319] bag loss: 0.6161
 Training bag [89/319] bag loss: 0.5697
 Training bag [90/319] bag loss: 0.4271
 Training bag [91/319] bag loss: 0.8805
 Training bag [92/319] bag loss: 0.5254
 Training bag [93/319] bag loss: 0.2660
 Training bag [94/319] bag loss: 1.0053
