==========================================
SLURM_JOB_ID = 14415721
SLURM_JOB_NODELIST = d05-31
TMPDIR = /tmp/SLURM_14415721
==========================================

*-*-ID-*-* TRAINING GCN AGG W 3 LAYERS, 2 EDGES PER NODE ON Camelyon16

N Training Samples: 319
N Testing Samples: 80

  0%|          | 0/99 [00:00<?, ?it/s]
  1%|          | 1/99 [11:49<19:19:06, 709.66s/it]
  2%|▏         | 2/99 [23:48<19:15:57, 715.03s/it]
  3%|▎         | 3/99 [35:27<18:52:30, 707.82s/it]
  4%|▍         | 4/99 [47:29<18:49:42, 713.50s/it]
  5%|▌         | 5/99 [59:05<18:27:57, 707.21s/it]
  6%|▌         | 6/99 [1:10:58<18:18:47, 708.90s/it]
  7%|▋         | 7/99 [1:22:32<17:59:45, 704.19s/it]
  8%|▊         | 8/99 [1:33:58<17:39:12, 698.38s/it]
  9%|▉         | 9/99 [1:45:33<17:25:47, 697.19s/it]
 10%|█         | 10/99 [1:57:03<17:11:02, 695.08s/it]
 11%|█         | 11/99 [2:08:40<17:00:23, 695.72s/it]
 12%|█▏        | 12/99 [2:20:27<16:53:36, 699.04s/it]
 13%|█▎        | 13/99 [2:32:08<16:43:06, 699.84s/it]
 14%|█▍        | 14/99 [2:44:00<16:36:38, 703.51s/it]
 15%|█▌        | 15/99 [2:56:11<16:36:26, 711.74s/it]
 16%|█▌        | 16/99 [3:07:40<16:14:49, 704.69s/it]
 17%|█▋        | 17/99 [3:18:52<15:49:50, 695.01s/it]
 18%|█▊        | 18/99 [3:30:04<15:29:01, 688.16s/it]
 19%|█▉        | 19/99 [3:41:32<15:17:25, 688.07s/it]
 20%|██        | 20/99 [3:52:53<15:03:02, 685.86s/it]
 21%|██        | 21/99 [4:04:21<14:52:37, 686.64s/it]
 22%|██▏       | 22/99 [4:15:47<14:40:50, 686.37s/it]
 23%|██▎       | 23/99 [4:27:08<14:27:19, 684.73s/it]
 24%|██▍       | 24/99 [4:38:33<14:16:00, 684.81s/it]
 25%|██▌       | 25/99 [4:50:03<14:06:26, 686.30s/it]
 26%|██▋       | 26/99 [5:01:32<13:56:04, 687.19s/it]
 27%|██▋       | 27/99 [5:13:08<13:47:41, 689.75s/it]
 28%|██▊       | 28/99 [5:24:38<13:36:28, 689.97s/it]
 29%|██▉       | 29/99 [5:35:56<13:20:30, 686.15s/it]
 30%|███       | 30/99 [5:47:24<13:09:55, 686.89s/it]
 31%|███▏      | 31/99 [5:59:57<13:20:48, 706.59s/it]
 32%|███▏      | 32/99 [6:11:11<12:58:14, 696.94s/it]
 Training bag [0/319] bag loss: 0.7369
 Training bag [1/319] bag loss: 1.3091
 Training bag [2/319] bag loss: 0.9348
 Training bag [3/319] bag loss: 0.8285
 Training bag [4/319] bag loss: 0.6749
 Training bag [5/319] bag loss: 0.8566
 Training bag [6/319] bag loss: 0.7008
 Training bag [7/319] bag loss: 0.5195
 Training bag [8/319] bag loss: 1.2785
 Training bag [9/319] bag loss: 0.4395
 Training bag [10/319] bag loss: 0.3433
 Training bag [11/319] bag loss: 0.2635
 Training bag [12/319] bag loss: 2.6361
 Training bag [13/319] bag loss: 1.1788
 Training bag [14/319] bag loss: 0.5486
 Training bag [15/319] bag loss: 0.5742
 Training bag [16/319] bag loss: 1.1320
 Training bag [17/319] bag loss: 0.5858
 Training bag [18/319] bag loss: 0.7846
 Training bag [19/319] bag loss: 0.6852
 Training bag [20/319] bag loss: 0.7881
 Training bag [21/319] bag loss: 0.7259
 Training bag [22/319] bag loss: 0.6729
 Training bag [23/319] bag loss: 0.8290
 Training bag [24/319] bag loss: 0.6344
 Training bag [25/319] bag loss: 0.4478
 Training bag [26/319] bag loss: 0.2531
 Training bag [27/319] bag loss: 2.2234
 Training bag [28/319] bag loss: 0.2749
 Training bag [29/319] bag loss: 1.2525
 Training bag [30/319] bag loss: 0.4937
 Training bag [31/319] bag loss: 0.5103
 Training bag [32/319] bag loss: 0.4794
 Training bag [33/319] bag loss: 1.1518
 Training bag [34/319] bag loss: 0.4670
 Training bag [35/319] bag loss: 0.4538
 Training bag [36/319] bag loss: 0.3798
 Training bag [37/319] bag loss: 1.7007
 Training bag [38/319] bag loss: 1.1104
 Training bag [39/319] bag loss: 0.5676
 Training bag [40/319] bag loss: 0.6174
 Training bag [41/319] bag loss: 0.8629
 Training bag [42/319] bag loss: 0.6203
 Training bag [43/319] bag loss: 0.6061
 Training bag [44/319] bag loss: 0.5048
 Training bag [45/319] bag loss: 1.0946
 Training bag [46/319] bag loss: 0.5089
 Training bag [47/319] bag loss: 0.4728
 Training bag [48/319] bag loss: 0.3944
 Training bag [49/319] bag loss: 1.4564
 Training bag [50/319] bag loss: 1.0153
 Training bag [51/319] bag loss: 0.5346
 Training bag [52/319] bag loss: 0.7590
 Training bag [53/319] bag loss: 0.7390
 Training bag [54/319] bag loss: 0.5401
 Training bag [55/319] bag loss: 0.7475
 Training bag [56/319] bag loss: 0.7251
 Training bag [57/319] bag loss: 0.5630
 Training bag [58/319] bag loss: 0.4963
 Training bag [59/319] bag loss: 1.0716
 Training bag [60/319] bag loss: 0.5253
 Training bag [61/319] bag loss: 0.5017
 Training bag [62/319] bag loss: 0.3714
 Training bag [63/319] bag loss: 0.2289
 Training bag [64/319] bag loss: 0.1733
 Training bag [65/319] bag loss: 0.1110
 Training bag [66/319] bag loss: 0.0754
 Training bag [67/319] bag loss: 0.0458
 Training bag [68/319] bag loss: 0.0326
 Training bag [69/319] bag loss: 3.7357
 Training bag [70/319] bag loss: 0.2049
 Training bag [71/319] bag loss: 0.2387
 Training bag [72/319] bag loss: 1.7228
 Training bag [73/319] bag loss: 0.3385
 Training bag [74/319] bag loss: 0.4082
 Training bag [75/319] bag loss: 1.1467
 Training bag [76/319] bag loss: 0.4076
 Training bag [77/319] bag loss: 0.9041
 Training bag [78/319] bag loss: 0.5803
 Training bag [79/319] bag loss: 0.8185
 Training bag [80/319] bag loss: 0.6024
 Training bag [81/319] bag loss: 0.9498
 Training bag [82/319] bag loss: 0.6187
 Training bag [83/319] bag loss: 0.8690
 Training bag [84/319] bag loss: 0.5499
 Training bag [85/319] bag loss: 0.4518
 Training bag [86/319] bag loss: 0.8488
 Training bag [87/319] bag loss: 0.4093
 Training bag [88/319] bag loss: 0.3574
 Training bag [89/319] bag loss: 0.3241
 Training bag [90/319] bag loss: 0.2635
 Training bag [91/319] bag loss: 0.3045
 Training bag [92/319] bag loss: 1.8009
 Training bag [93/319] bag loss: 1.3043
 Training bag [94/319] bag loss: 0.5261
 Training bag [95/319] bag loss: 0.8273
 Training bag [96/319] bag loss: 0.5692
 Training bag [97/319] bag loss: 0.7201
 Training bag [98/319] bag loss: 0.6513
 Training bag [99/319] bag loss: 0.7673
 Training bag [100/319] bag loss: 0.6058
 Training bag [101/319] bag loss: 0.6011
 Training bag [102/319] bag loss: 0.4571
 Training bag [103/319] bag loss: 0.4797
 Training bag [104/319] bag loss: 0.3305
 Training bag [105/319] bag loss: 1.5776
 Training bag [106/319] bag loss: 0.3517
 Training bag [107/319] bag loss: 1.1929
 Training bag [108/319] bag loss: 0.8423
 Training bag [109/319] bag loss: 0.6126
 Training bag [110/319] bag loss: 0.6195
 Training bag [111/319] bag loss: 0.5428
 Training bag [112/319] bag loss: 0.4681
 Training bag [113/319] bag loss: 0.3342
 Training bag [114/319] bag loss: 1.1989
 Training bag [115/319] bag loss: 0.9435
 Training bag [116/319] bag loss: 0.7645
 Training bag [117/319] bag loss: 0.7637
 Training bag [118/319] bag loss: 0.5654
 Training bag [119/319] bag loss: 0.4985
 Training bag [120/319] bag loss: 0.4630
 Training bag [121/319] bag loss: 0.4041
 Training bag [122/319] bag loss: 1.3281
 Training bag [123/319] bag loss: 0.4053
 Training bag [124/319] bag loss: 0.8684
 Training bag [125/319] bag loss: 0.4384
 Training bag [126/319] bag loss: 0.5091
 Training bag [127/319] bag loss: 0.8183
 Training bag [128/319] bag loss: 0.7030
 Training bag [129/319] bag loss: 0.6305
 Training bag [130/319] bag loss: 0.6726
 Training bag [131/319] bag loss: 0.5527
 Training bag [132/319] bag loss: 0.8796
 Training bag [133/319] bag loss: 0.5358
 Training bag [134/319] bag loss: 0.8017
 Training bag [135/319] bag loss: 0.7664
 Training bag [136/319] bag loss: 0.6337
 Training bag [137/319] bag loss: 0.5453
 Training bag [138/319] bag loss: 0.8204
 Training bag [139/319] bag loss: 0.5137
 Training bag [140/319] bag loss: 0.6411
 Training bag [141/319] bag loss: 0.5695
 Training bag [142/319] bag loss: 0.4563
 Training bag [143/319] bag loss: 0.4727
 Training bag [144/319] bag loss: 0.3973
 Training bag [145/319] bag loss: 0.9162
 Training bag [146/319] bag loss: 0.6911
 Training bag [147/319] bag loss: 0.6369
 Training bag [148/319] bag loss: 0.6144
 Training bag [149/319] bag loss: 0.4549
 Training bag [150/319] bag loss: 0.3107
 Training bag [151/319] bag loss: 0.1257
 Training bag [152/319] bag loss: 0.0871
 Training bag [153/319] bag loss: 3.2948
 Training bag [154/319] bag loss: 1.5796
 Training bag [155/319] bag loss: 0.3404
 Training bag [156/319] bag loss: 0.4788
 Training bag [157/319] bag loss: 1.1772
 Training bag [158/319] bag loss: 0.4252
 Training bag [159/319] bag loss: 0.5281
 Training bag [160/319] bag loss: 0.4794
 Training bag [161/319] bag loss: 0.6229
 Training bag [162/319] bag loss: 0.6352
 Training bag [163/319] bag loss: 0.4464
